,Kernel,Training Score,Test Score,Running Time
0,0.01,0.5616065350578625,0.4943877551020408,4.692482
1,0.05,0.7307692307692307,0.5198979591836734,7.790633
2,0.1,0.8345813478556842,0.5576530612244898,9.684877
3,0.5,0.9809394145677331,0.5846938775510204,11.064649
4,1.0,0.9938733832539143,0.5857142857142857,9.749358
5,2.0,0.9979577944179714,0.5841836734693877,2.948743
