,Kernel,Training Score,Test Score,Running Time
0,0.01,0.8851738482065772,0.8835648693195196,6.70377
1,0.05,0.8851738482065772,0.8835648693195196,10.95407
2,0.1,0.8851738482065772,0.8835648693195196,11.758608
3,0.5,0.8879993721058002,0.8829762185071816,8.697056
4,1.0,0.8905109489051095,0.8816811867200377,8.669374
5,2.0,0.8934934463542893,0.8792088533082175,8.434007
